Position;PositionIdx;Indices;Frame;Idx;Time;BacteriaLineage;NextDivisionFrame;PreviousDivisionFrame;SizeRatio;TrackErrorSizeRatio;EndOfChannelContact;TruncatedDivision;TrackHeadIndices;TrackLength;TrackObjectCount;ParentTrackHeadIndices;TrackErrorNext;TrackErrorPrev;Prev;Next;BacteriaCenterX;BacteriaCenterY;BacteriaCenterZ;GrowthRateArea;Size;GrowthRateLength;Length;MeanRFP
mv221_mv248__xy19;0;3-3-3;3;3;30.00000;BT;7;3;1.03209;NA;NA;false;3-3-3;4;4;0-3;false;false;2-3-2;4-3-3;2.01992;9.72028;0.00000;1.68780e-02;1.28440;1.87646e-02;1.92492;1.65230e+03
mv221_mv248__xy19;0;3-3-4;3;4;30.00000;C;6;NA;0.95519;NA;NA;false;0-3-2;6;6;0-3;false;false;2-3-3;4-3-4;2.01389;14.50706;0.00000;4.47687e-03;1.98152;4.48865e-03;2.87179;2.27503e+03
mv221_mv248__xy19;0;3-3-5;3;5;30.00000;DH;NA;2;1.01345;NA;NA;false;2-3-4;4;4;0-3;false;false;2-3-4;4-3-5;2.00867;16.83989;0.00000;5.55709e-03;0.95485;6.02672e-03;1.70988;2.12471e+03
mv221_mv248__xy19;0;3-3-6;3;6;30.00000;DT;NA;2;1.03557;NA;NA;false;2-3-5;3;3;0-3;false;false;2-3-5;4-3-6;1.99193;18.60613;0.00000;8.51965e-03;1.10695;8.52871e-03;1.79781;2.17012e+03
mv221_mv248__xy19;0;3-4-0;3;0;30.00000;AH;7;2;1.24113;NA;NA;false;2-4-0;5;5;0-4;false;false;2-4-0;4-4-0;2.03970;3.66619;0.00000;1.67886e-02;1.47875;1.64078e-02;2.15385;2.11162e+03
mv221_mv248__xy19;0;3-4-1;3;1;30.00000;AT;8;2;1.10381;NA;NA;false;2-4-1;6;6;0-4;false;false;2-4-1;4-4-1;2.02967;5.85102;0.00000;1.45504e-02;1.34777;1.29071e-02;2.09619;2.29676e+03
mv221_mv248__xy19;0;3-4-2;3;2;30.00000;BH;6;1;1.14555;NA;NA;false;1-4-1;5;5;0-4;false;false;2-4-2;4-4-2;2.03733;8.70434;0.00000;1.73947e-02;1.79562;1.52143e-02;2.47342;1.98423e+03
mv221_mv248__xy19;0;3-4-3;3;3;30.00000;BT;6;1;1.25688;NA;NA;false;1-4-2;5;5;0-4;false;false;2-4-3;4-4-3;1.92960;15.24922;0.00000;1.72395e-02;1.73647;1.73461e-02;2.56482;1.87364e+03
mv221_mv248__xy19;0;3-4-4;3;4;30.00000;CH;NA;2;1.07063;NA;NA;false;2-4-4;3;3;0-4;false;false;2-4-4;4-4-4;2.00936;17.54481;0.00000;1.25864e-02;1.21680;1.41068e-02;2.12918;2.52606e+03
mv221_mv248__xy19;0;3-4-5;3;5;30.00000;CT;NA;2;1.04016;NA;NA;false;2-4-5;3;3;0-4;false;false;2-4-5;4-4-5;1.97911;19.61168;0.00000;8.64533e-03;1.09427;5.76397e-03;1.93914;2.74467e+03
mv221_mv248__xy19;0;4-0-0;4;0;40.00000;AH;5;1;1.19002;NA;NA;false;1-0-0;4;4;0-0;false;false;3-0-0;NA;2.00203;3.39907;0.00000;1.50842e-02;2.11672;1.46617e-02;3.38562;1.67020e+03
mv221_mv248__xy19;0;4-0-1;4;1;40.00000;AT;6;1;1.11881;NA;NA;false;1-0-1;5;5;0-0;false;false;3-0-1;5-0-2;2.01112;6.65905;0.00000;1.70499e-02;1.90970;1.73062e-02;3.06122;1.75135e+03
mv221_mv248__xy19;0;4-0-2;4;2;40.00000;BH;6;1;1.33631;NA;NA;false;1-0-2;5;5;0-0;false;false;3-0-2;5-0-3;1.94971;10.13986;0.00000;1.49671e-02;1.89702;1.34439e-02;2.75772;1.74594e+03
mv221_mv248__xy19;0;4-0-3;4;3;40.00000;BT;8;1;1.19895;NA;NA;false;1-0-3;7;7;0-0;false;false;3-0-3;5-0-4;1.99868;13.00710;0.00000;8.38717e-03;1.93505;8.88836e-03;2.88647;1.84161e+03
mv221_mv248__xy19;0;4-0-4;4;4;40.00000;CH;7;3;1.10072;NA;NA;false;3-0-4;4;4;0-0;false;false;3-0-4;5-0-5;1.92876;15.40819;0.00000;1.26099e-02;1.29285;1.12555e-02;2.12918;2.31056e+03
mv221_mv248__xy19;0;4-0-5;4;5;40.00000;CT;NA;3;1.16370;NA;NA;false;3-0-5;4;4;0-0;false;false;3-0-5;5-0-6;1.97862;17.59572;0.00000;-1.44425e-02;1.38157;-1.25616e-02;2.21382;2.31457e+03
mv221_mv248__xy19;0;4-0-6;4;6;40.00000;DH;NA;3;1.08966;NA;NA;false;3-0-6;2;2;0-0;false;false;3-0-6;NA;1.92449;19.67258;0.00000;NA;1.33510;NA;2.16948;2.23259e+03
mv221_mv248__xy19;0;4-1-0;4;0;40.00000;AH;10;3;1.11155;NA;NA;false;3-1-0;7;7;0-1;false;false;3-1-0;5-1-0;2.06439;2.65452;0.00000;1.33843e-02;1.17877;1.20180e-02;1.97690;1.95873e+03
mv221_mv248__xy19;0;4-1-1;4;1;40.00000;AT;9;3;1.22619;NA;NA;false;3-1-1;6;6;0-1;false;false;3-1-1;5-1-1;2.10356;4.72270;0.00000;9.32320e-03;1.30552;1.00178e-02;2.03170;1.94307e+03
mv221_mv248__xy19;0;4-1-2;4;2;40.00000;BH;7;1;1.20896;NA;NA;false;1-1-1;6;6;0-1;false;false;3-1-2;5-1-2;2.09220;7.06446;0.00000;1.40402e-02;1.71112;1.31159e-02;2.74928;2.00571e+03
mv221_mv248__xy19;0;4-1-3;4;3;40.00000;BT;8;1;1.21326;NA;NA;false;1-1-2;7;7;0-1;false;false;3-1-3;5-1-3;2.07985;9.75880;0.00000;1.25505e-02;1.77872;1.17301e-02;2.90689;1.94403e+03
mv221_mv248__xy19;0;4-1-4;4;4;40.00000;C;NA;NA;1.23900;NA;NA;false;0-1-2;9;9;0-1;false;false;3-1-4;5-1-4;2.10577;13.63523;0.00000;6.67445e-03;3.57012;6.43859e-03;4.69622;2.28829e+03
mv221_mv248__xy19;0;4-1-5;4;5;40.00000;DH;NA;2;1.16988;NA;NA;false;2-1-4;5;5;0-1;false;false;3-1-5;5-1-5;1.99333;16.93024;0.00000;1.15180e-02;1.28017;9.21922e-03;2.03170;1.82685e+03
mv221_mv248__xy19;0;4-1-6;4;6;40.00000;DT;NA;2;1.10033;NA;NA;false;2-1-5;4;4;0-1;false;false;3-1-6;5-1-6;2.04681;19.04816;0.00000;1.30744e-02;1.39002;1.34062e-02;2.11625;1.83305e+03
mv221_mv248__xy19;0;4-2-0;4;0;40.00000;A;10;NA;0.99008;NA;NA;false;0-2-0;10;10;0-2;false;false;3-2-0;5-2-0;2.07531;3.45151;0.00000;4.85677e-03;2.10827;4.35129e-03;3.65448;3.05129e+03
mv221_mv248__xy19;0;4-2-1;4;1;40.00000;B;8;NA;0.98276;NA;NA;false;0-2-1;8;8;0-2;false;false;3-2-1;5-2-1;2.08950;6.77647;0.00000;4.81752e-03;2.16742;4.56351e-03;3.33786;3.38895e+03
mv221_mv248__xy19;0;4-2-2;4;2;40.00000;CH;10;4;0.82500;NA;NA;false;4-2-2;6;6;0-2;false;false;3-2-2;5-2-2;2.11519;10.09117;0.00000;1.23240e-02;0.86612;1.09336e-02;1.43590;1.80744e+03
mv221_mv248__xy19;0;4-2-3;4;3;40.00000;CT;NA;4;0.82500;NA;NA;false;4-2-3;5;5;0-2;false;false;3-2-2;5-2-3;2.04286;12.09116;0.00000;1.11351e-02;0.94640;8.78237e-03;1.57214;1.79392e+03
mv221_mv248__xy19;0;4-2-4;4;4;40.00000;DH;NA;3;1.10526;NA;NA;false;3-2-3;6;6;0-2;false;false;3-2-3;5-2-4;2.05317;14.19554;0.00000;1.21569e-02;1.06470;1.20294e-02;1.65718;1.76442e+03
mv221_mv248__xy19;0;4-2-5;4;5;40.00000;DT;NA;3;1.15814;NA;NA;false;3-2-4;6;6;0-2;false;false;3-2-4;5-2-5;2.06199;16.28237;0.00000;-2.96279e-03;1.05202;-3.50725e-03;1.65718;1.78476e+03
mv221_mv248__xy19;0;4-2-6;4;6;40.00000;E;NA;NA;1.13077;NA;NA;false;0-2-4;7;7;0-2;false;false;3-2-5;5-2-6;2.06364;18.80777;0.00000;-1.88379e-03;1.24215;-2.20265e-03;1.86132;2.21170e+03
mv221_mv248__xy19;0;4-2-7;4;7;40.00000;FHH;NA;4;NA;NA;0.31749;true;4-2-7;1;1;0-2;false;false;3-2-6;NA;1.99634;21.09539;0.00000;NA;0.85345;NA;1.38954;2.13943e+03
mv221_mv248__xy19;0;4-3-0;4;0;40.00000;AH;6;2;1.10663;NA;NA;false;2-3-0;4;4;0-3;false;false;3-3-0;5-3-0;2.03869;3.25085;0.00000;1.40584e-02;1.62240;1.60661e-02;2.48365;1.54364e+03
mv221_mv248__xy19;0;4-3-1;4;1;40.00000;AT;6;2;1.12862;NA;NA;false;2-3-1;4;4;0-3;false;false;3-3-1;5-3-1;1.97963;6.15833;0.00000;2.10952e-02;1.48297;1.97758e-02;2.28981;1.58648e+03
mv221_mv248__xy19;0;4-3-2;4;2;40.00000;BH;7;3;1.10545;NA;NA;false;3-3-2;4;4;0-3;false;false;3-3-2;5-3-2;2.01564;8.99031;0.00000;2.09026e-02;1.28440;1.92141e-02;2.03170;1.68382e+03
mv221_mv248__xy19;0;4-3-3;4;3;40.00000;BT;7;3;1.28289;NA;NA;false;3-3-3;4;4;0-3;false;false;3-3-3;5-3-3;2.00633;11.29933;0.00000;1.68780e-02;1.64775;1.87646e-02;2.50060;1.62921e+03
mv221_mv248__xy19;0;4-3-4;4;4;40.00000;C;6;NA;1.07249;NA;NA;false;0-3-2;6;6;0-3;false;false;3-3-4;5-3-4;2.00454;14.20786;0.00000;4.47687e-03;2.12517;4.48865e-03;3.26621;2.36261e+03
mv221_mv248__xy19;0;4-3-5;4;5;40.00000;DH;NA;2;1.20796;NA;NA;false;2-3-4;4;4;0-3;false;false;3-3-5;5-3-5;2.00857;16.79571;0.00000;5.55709e-03;1.15342;6.02672e-03;1.98862;2.15486e+03
mv221_mv248__xy19;0;4-3-6;4;6;40.00000;DT;NA;2;1.14504;NA;NA;false;2-3-5;3;3;0-3;false;false;3-3-6;NA;2.03775;18.69205;0.00000;8.51965e-03;1.26750;8.52871e-03;2.04104;2.21507e+03
mv221_mv248__xy19;0;4-4-0;4;0;40.00000;AH;7;2;1.19143;NA;NA;false;2-4-0;5;5;0-4;false;false;3-4-0;5-4-0;1.93831;3.69144;0.00000;1.67886e-02;1.76182;1.64078e-02;2.61297;2.00878e+03
mv221_mv248__xy19;0;4-4-1;4;1;40.00000;AT;8;2;1.29781;NA;NA;false;2-4-1;6;6;0-4;false;false;3-4-1;5-4-1;1.97764;6.43202;0.00000;1.45504e-02;1.74915;1.29071e-02;2.73696;2.09992e+03
mv221_mv248__xy19;0;4-4-2;4;2;40.00000;BH;6;1;1.20706;NA;NA;false;1-4-1;5;5;0-4;false;false;3-4-2;5-4-2;1.98814;9.42158;0.00000;1.73947e-02;2.16742;1.52143e-02;3.02442;1.95916e+03
mv221_mv248__xy19;0;4-4-3;4;3;40.00000;BT;6;1;1.09489;NA;NA;false;1-4-2;5;5;0-4;false;false;3-4-3;5-4-3;1.91389;15.43750;0.00000;1.72395e-02;1.90125;1.73461e-02;2.81383;1.93341e+03
mv221_mv248__xy19;0;4-4-4;4;4;40.00000;CH;NA;2;1.20139;NA;NA;false;2-4-4;3;3;0-4;false;false;3-4-4;NA;1.96409;17.98678;0.00000;1.25864e-02;1.46185;1.41068e-02;2.38383;2.44472e+03
mv221_mv248__xy19;0;4-4-5;4;5;40.00000;CT;NA;2;1.14286;NA;NA;false;2-4-5;3;3;0-4;false;false;3-4-5;NA;1.93858;20.22927;0.00000;8.64533e-03;1.25060;5.76397e-03;2.10524;2.57131e+03
mv221_mv248__xy19;0;5-0-0;5;0;50.00000;AHH;12;5;1.04192;NA;NA;false;5-0-0;7;7;0-0;false;false;4-0-0;6-0-0;1.98349;2.60695;0.00000;1.24927e-02;1.10695;1.08282e-02;1.95973;1.61996e+03
mv221_mv248__xy19;0;5-0-1;5;1;50.00000;AHT;12;5;1.04192;NA;NA;false;5-0-1;7;7;0-0;false;false;4-0-0;6-0-1;1.91500;4.58500;0.00000;1.23531e-02;1.09850;1.05471e-02;1.89506;1.70323e+03
mv221_mv248__xy19;0;5-0-2;5;2;50.00000;AT;6;1;1.31416;NA;NA;false;1-0-1;5;5;0-0;false;false;4-0-1;NA;1.98053;7.48868;0.00000;1.70499e-02;2.50965;1.73062e-02;3.90866;1.59186e+03
mv221_mv248__xy19;0;5-0-3;5;3;50.00000;BH;6;1;1.08909;NA;NA;false;1-0-2;5;5;0-0;false;false;4-0-2;NA;1.93245;11.10064;0.00000;1.49671e-02;2.06602;1.34439e-02;3.26621;1.77613e+03
mv221_mv248__xy19;0;5-0-4;5;4;50.00000;BT;8;1;1.04803;NA;NA;false;1-0-3;7;7;0-0;false;false;4-0-3;6-0-6;1.97221;14.38206;0.00000;8.38717e-03;2.02800;8.88836e-03;3.16304;1.89394e+03
mv221_mv248__xy19;0;5-0-5;5;5;50.00000;CH;7;3;1.20261;NA;NA;false;3-0-4;4;4;0-0;false;false;4-0-4;6-0-7;1.92404;16.94380;0.00000;1.26099e-02;1.55480;1.12555e-02;2.46057;2.14682e+03
mv221_mv248__xy19;0;5-0-6;5;6;50.00000;CT;NA;3;1.10398;NA;NA;false;3-0-5;4;4;0-0;false;false;4-0-5;6-0-8;1.93578;19.40295;0.00000;-1.44425e-02;1.52522;-1.25616e-02;2.60162;2.16391e+03
mv221_mv248__xy19;0;5-1-0;5;0;50.00000;AH;10;3;1.12903;NA;NA;false;3-1-0;7;7;0-1;false;false;4-1-0;6-1-0;1.95413;2.79294;0.00000;1.33843e-02;1.33087;1.20180e-02;2.10524;1.86455e+03
mv221_mv248__xy19;0;5-1-1;5;1;50.00000;AT;9;3;1.02589;NA;NA;false;3-1-1;6;6;0-1;false;false;4-1-1;6-1-1;1.96271;5.00869;0.00000;9.32320e-03;1.33932;1.00178e-02;2.24415;1.83284e+03
mv221_mv248__xy19;0;5-1-2;5;2;50.00000;BH;7;1;1.12840;NA;NA;false;1-1-1;6;6;0-1;false;false;4-1-2;6-1-2;1.97759;7.57015;0.00000;1.40402e-02;1.93082;1.31159e-02;3.07979;1.86760e+03
mv221_mv248__xy19;0;5-1-3;5;3;50.00000;BT;8;1;1.10214;NA;NA;false;1-1-2;7;7;0-1;false;false;4-1-3;6-1-3;2.00183;10.55746;0.00000;1.25505e-02;1.96040;1.17301e-02;3.08870;1.84706e+03
mv221_mv248__xy19;0;5-1-4;5;4;50.00000;C;NA;NA;1.01657;NA;NA;false;0-1-2;9;9;0-1;false;false;4-1-4;6-1-4;2.00554;14.64097;0.00000;6.67445e-03;3.62927;6.43859e-03;4.94684;2.34092e+03
mv221_mv248__xy19;0;5-1-5;5;5;50.00000;DH;NA;2;1.18482;NA;NA;false;2-1-4;5;5;0-1;false;false;4-1-5;6-1-5;1.97825;18.22571;0.00000;1.15180e-02;1.51677;9.21922e-03;2.42686;1.64985e+03
mv221_mv248__xy19;0;5-1-6;5;6;50.00000;DT;NA;2;0.99696;NA;0.21480;false;2-1-5;4;4;0-1;false;false;4-1-6;NA;1.91928;20.63334;0.00000;1.30744e-02;1.38580;1.34062e-02;2.28981;1.72819e+03
mv221_mv248__xy19;0;5-2-0;5;0;50.00000;A;10;NA;1.05411;NA;NA;false;0-2-0;10;10;0-2;false;false;4-2-0;6-2-0;1.99474;3.50790;0.00000;4.85677e-03;2.22235;4.35129e-03;3.65448;2.92355e+03
mv221_mv248__xy19;0;5-2-1;5;1;50.00000;B;8;NA;1.08382;NA;NA;false;0-2-1;8;8;0-2;false;false;4-2-1;6-2-1;1.97210;7.10756;0.00000;4.81752e-03;2.34910;4.56351e-03;3.59621;3.14732e+03
mv221_mv248__xy19;0;5-2-2;5;2;50.00000;CH;10;4;1.19024;NA;NA;false;4-2-2;6;6;0-2;false;false;4-2-2;6-2-2;1.96598;10.58461;0.00000;1.23240e-02;1.03090;1.09336e-02;1.63666;1.72207e+03
mv221_mv248__xy19;0;5-2-3;5;3;50.00000;CT;NA;4;1.15625;NA;NA;false;4-2-3;5;5;0-2;false;false;4-2-3;6-2-3;1.97535;12.90764;0.00000;1.11351e-02;1.09427;8.78237e-03;1.64567;1.67733e+03
mv221_mv248__xy19;0;5-2-4;5;4;50.00000;DH;NA;3;1.07937;NA;NA;false;3-2-3;6;6;0-2;false;false;4-2-4;6-2-4;1.97939;15.39831;0.00000;1.21569e-02;1.14920;1.20294e-02;1.84879;1.58704e+03
mv221_mv248__xy19;0;5-2-5;5;5;50.00000;DT;NA;3;1.26506;NA;NA;false;3-2-4;6;6;0-2;false;false;4-2-5;6-2-5;1.96238;17.88841;0.00000;-2.96279e-03;1.33087;-3.50725e-03;2.00238;1.58189e+03
mv221_mv248__xy19;0;5-2-6;5;6;50.00000;E;NA;NA;1.11905;NA;0.30585;false;0-2-4;7;7;0-2;false;false;4-2-6;6-2-6;1.98615;20.68659;0.00000;-1.88379e-03;1.39002;-2.20265e-03;2.18017;2.01912e+03
mv221_mv248__xy19;0;5-3-0;5;0;50.00000;AH;6;2;1.48438;true;NA;false;2-3-0;4;4;0-3;false;false;4-3-0;NA;2.08946;3.36518;0.00000;1.40584e-02;2.40825;1.60661e-02;3.71411;1.25482e+03
mv221_mv248__xy19;0;5-3-1;5;1;50.00000;AT;6;2;1.48148;true;NA;false;2-3-1;4;4;0-3;false;false;4-3-1;NA;1.98062;7.38537;0.00000;2.10952e-02;2.19700;1.97758e-02;3.32073;1.33090e+03
mv221_mv248__xy19;0;5-3-2;5;2;50.00000;BH;7;3;1.37829;true;NA;false;3-3-2;4;4;0-3;false;false;4-3-2;6-3-4;2.03858;10.40915;0.00000;2.09026e-02;1.77027;1.92141e-02;2.74235;1.50641e+03
mv221_mv248__xy19;0;5-3-3;5;3;50.00000;BT;7;3;1.21538;NA;NA;false;3-3-3;4;4;0-3;false;false;4-3-3;6-3-5;2.00074;13.32322;0.00000;1.68780e-02;2.00265;1.87646e-02;3.00128;1.44391e+03
mv221_mv248__xy19;0;5-3-4;5;4;50.00000;C;6;NA;1.10338;NA;NA;false;0-3-2;6;6;0-3;false;false;4-3-4;NA;2.01781;16.51023;0.00000;4.47687e-03;2.34487;4.48865e-03;3.52501;2.21805e+03
mv221_mv248__xy19;0;5-3-5;5;5;50.00000;DH;NA;2;0.92308;NA;NA;false;2-3-4;4;4;0-3;false;false;4-3-5;NA;1.95464;19.28669;0.00000;5.55709e-03;1.06470;6.02672e-03;1.89506;1.98721e+03
mv221_mv248__xy19;0;5-4-0;5;0;50.00000;AH;7;2;1.11271;NA;NA;false;2-4-0;5;5;0-4;false;false;4-4-0;6-4-0;1.97732;4.09066;0.00000;1.67886e-02;1.96040;1.64078e-02;2.88647;1.86312e+03
mv221_mv248__xy19;0;5-4-1;5;1;50.00000;AT;8;2;1.16908;NA;NA;false;2-4-1;6;6;0-4;false;false;4-4-1;6-4-1;1.97256;7.05921;0.00000;1.45504e-02;2.04490;1.29071e-02;2.93653;1.85558e+03
mv221_mv248__xy19;0;5-4-2;5;2;50.00000;BH;6;1;1.21442;NA;NA;false;1-4-1;5;5;0-4;false;false;4-4-2;NA;1.96951;15.69599;0.00000;1.73947e-02;2.63217;1.52143e-02;3.71411;1.73990e+03
mv221_mv248__xy19;0;5-4-3;5;3;50.00000;BT;6;1;1.21556;NA;NA;false;1-4-2;5;5;0-4;false;false;4-4-3;NA;1.90223;19.37202;0.00000;1.72395e-02;2.31107;1.73461e-02;3.64522;1.76806e+03
mv221_mv248__xy19;0;6-0-0;6;0;60.00000;AHH;12;5;1.19084;NA;NA;false;5-0-0;7;7;0-0;false;false;5-0-0;7-0-0;1.98896;2.76729;0.00000;1.24927e-02;1.31820;1.08282e-02;2.16070;1.66748e+03
mv221_mv248__xy19;0;6-0-1;6;1;60.00000;AHT;12;5;1.16538;NA;NA;false;5-0-1;7;7;0-0;false;false;5-0-1;7-0-1;2.02680;4.92606;0.00000;1.23531e-02;1.28017;1.05471e-02;2.08912;1.75472e+03
mv221_mv248__xy19;0;6-0-2;6;2;60.00000;ATH;11;6;1.12121;NA;NA;false;6-0-2;5;5;0-0;false;false;5-0-2;7-0-2;2.01659;7.23343;0.00000;1.39531e-02;1.38580;1.06095e-02;2.41289;1.66029e+03
mv221_mv248__xy19;0;6-0-3;6;3;60.00000;ATT;11;6;1.12121;NA;NA;false;6-0-3;5;5;0-0;false;false;5-0-2;7-0-3;2.00231;9.63769;0.00000;9.83747e-03;1.42805;9.54888e-03;2.25635;1.52234e+03
mv221_mv248__xy19;0;6-0-4;6;4;60.00000;BHH;12;6;1.12270;NA;NA;false;6-0-4;6;6;0-0;false;false;5-0-3;7-0-4;1.90344;11.64162;0.00000;3.08126e-03;1.16187;4.49784e-03;1.97690;1.77635e+03
mv221_mv248__xy19;0;6-0-5;6;5;60.00000;BHT;NA;6;1.12270;NA;NA;false;6-0-5;5;5;0-0;false;false;5-0-3;7-0-5;1.96874;13.59994;0.00000;4.71795e-03;1.15765;4.69837e-03;1.83042;1.77705e+03
mv221_mv248__xy19;0;6-0-6;6;6;60.00000;BT;8;1;1.11042;NA;NA;false;1-0-3;7;7;0-0;false;false;5-0-4;7-0-6;2.07512;16.34768;0.00000;8.38717e-03;2.25192;8.88836e-03;3.52501;1.93311e+03
mv221_mv248__xy19;0;6-0-7;6;7;60.00000;CH;7;3;1.08152;NA;NA;false;3-0-4;4;4;0-0;false;false;5-0-5;NA;1.95686;19.28606;0.00000;1.26099e-02;1.68155;1.12555e-02;2.75772;2.01813e+03
mv221_mv248__xy19;0;6-0-8;6;8;60.00000;CT;NA;3;NA;NA;0.46230;false;3-0-5;4;4;0-0;false;false;5-0-6;NA;1.95542;21.16563;0.00000;-1.44425e-02;0.70980;-1.25616e-02;1.26207;1.97524e+03
mv221_mv248__xy19;0;6-1-0;6;0;60.00000;AH;10;3;1.14603;NA;NA;false;3-1-0;7;7;0-1;false;false;5-1-0;7-1-0;2.05749;2.93472;0.00000;1.33843e-02;1.52522;1.20180e-02;2.43642;1.85754e+03
mv221_mv248__xy19;0;6-1-1;6;1;60.00000;AT;9;3;1.10410;NA;NA;false;3-1-1;6;6;0-1;false;false;5-1-1;7-1-1;2.08947;5.49139;0.00000;9.32320e-03;1.47875;1.00178e-02;2.57551;1.83057e+03
mv221_mv248__xy19;0;6-1-2;6;2;60.00000;BH;7;1;1.09628;NA;NA;false;1-1-1;6;6;0-1;false;false;5-1-2;NA;2.08830;8.43210;0.00000;1.40402e-02;2.11672;1.31159e-02;3.46701;1.86791e+03
mv221_mv248__xy19;0;6-1-3;6;3;60.00000;BT;8;1;1.14440;NA;NA;false;1-1-2;7;7;0-1;false;false;5-1-3;7-1-4;1.97889;11.89390;0.00000;1.25505e-02;2.24347;1.17301e-02;3.51541;1.79589e+03
mv221_mv248__xy19;0;6-1-4;6;4;60.00000;C;NA;NA;1.01863;NA;NA;false;0-1-2;9;9;0-1;false;false;5-1-4;7-1-5;2.10288;16.25067;0.00000;6.67445e-03;3.69687;6.43859e-03;5.14158;2.51770e+03
mv221_mv248__xy19;0;6-1-5;6;5;60.00000;DH;NA;2;0.97214;NA;NA;false;2-1-4;5;5;0-1;false;false;5-1-5;NA;1.98874;19.98126;0.00000;1.15180e-02;1.47452;9.21922e-03;2.28981;1.73143e+03
mv221_mv248__xy19;0;6-2-0;6;0;60.00000;A;10;NA;1.06654;NA;NA;false;0-2-0;10;10;0-2;false;false;5-2-0;7-2-0;2.03377;3.68438;0.00000;4.85677e-03;2.37022;4.35129e-03;3.97830;2.94510e+03
mv221_mv248__xy19;0;6-2-1;6;1;60.00000;B;8;NA;1.07014;NA;NA;false;0-2-1;8;8;0-2;false;false;5-2-1;7-2-1;2.02461;7.36499;0.00000;4.81752e-03;2.51387;4.56351e-03;3.72547;3.13779e+03
mv221_mv248__xy19;0;6-2-2;6;2;60.00000;CH;10;4;1.07377;NA;NA;false;4-2-2;6;6;0-2;false;false;5-2-2;7-2-2;2.03708;10.98674;0.00000;1.23240e-02;1.10695;1.09336e-02;1.83848;1.85874e+03
mv221_mv248__xy19;0;6-2-3;6;3;60.00000;CT;NA;4;1.04633;NA;NA;false;4-2-3;5;5;0-2;false;false;5-2-3;7-2-3;1.99054;13.33268;0.00000;1.11351e-02;1.14497;8.78237e-03;1.83848;1.79336e+03
mv221_mv248__xy19;0;6-2-4;6;4;60.00000;DH;NA;3;1.13235;NA;NA;false;3-2-3;6;6;0-2;false;false;5-2-4;7-2-4;2.01205;15.95665;0.00000;1.21569e-02;1.30130;1.20294e-02;2.03170;1.63607e+03
mv221_mv248__xy19;0;6-2-5;6;5;60.00000;DT;NA;3;0.93968;NA;NA;false;3-2-4;6;6;0-2;false;false;5-2-5;7-2-5;2.00161;18.57617;0.00000;-2.96279e-03;1.25060;-3.50725e-03;2.03170;1.62970e+03
mv221_mv248__xy19;0;6-2-6;6;6;60.00000;E;NA;NA;NA;NA;0.55344;false;0-2-4;7;7;0-2;false;false;5-2-6;NA;2.04859;21.25849;0.00000;-1.88379e-03;0.62952;-2.20265e-03;1.07201;2.04146e+03
mv221_mv248__xy19;0;6-3-0;6;0;60.00000;AHH;9;6;1.13860;NA;NA;false;6-3-0;3;3;0-3;false;false;5-3-0;7-3-0;2.04170;2.82411;0.00000;1.97656e-02;1.25482;2.27521e-02;2.02441;1.21121e+03
mv221_mv248__xy19;0;6-3-1;6;1;60.00000;AHT;10;6;1.13860;NA;NA;false;6-3-1;4;4;0-3;false;false;5-3-0;7-3-1;2.10548;5.11635;0.00000;1.74851e-02;1.48720;1.55942e-02;2.41901;1.24106e+03
mv221_mv248__xy19;0;6-3-2;6;2;60.00000;ATH;10;6;1.12500;NA;NA;false;6-3-2;4;4;0-3;false;false;5-3-1;7-3-2;1.94798;7.32460;0.00000;1.62878e-02;1.22525;1.66004e-02;1.98862;1.27795e+03
mv221_mv248__xy19;0;6-3-3;6;3;60.00000;ATT;10;6;1.12500;NA;NA;false;6-3-3;4;4;0-3;false;false;5-3-1;7-3-3;2.00046;9.45056;0.00000;1.33332e-02;1.24637;1.44094e-02;2.10524;1.19842e+03
mv221_mv248__xy19;0;6-3-4;6;4;60.00000;BH;7;3;1.18377;NA;NA;false;3-3-2;4;4;0-3;false;false;5-3-2;NA;2.05367;12.05829;0.00000;2.09026e-02;2.09560;1.92141e-02;3.19559;1.43808e+03
mv221_mv248__xy19;0;6-3-5;6;5;60.00000;BT;7;3;1.05485;NA;NA;false;3-3-3;4;4;0-3;false;false;5-3-3;NA;1.96664;15.40656;0.00000;1.68780e-02;2.11250;1.87646e-02;3.38562;1.42596e+03
mv221_mv248__xy19;0;6-3-6;6;6;60.00000;CH;NA;6;0.93694;NA;NA;false;6-3-6;1;1;0-3;false;false;5-3-4;NA;2.08662;18.03761;0.00000;NA;1.20412;NA;1.90285;2.18762e+03
mv221_mv248__xy19;0;6-3-7;6;7;60.00000;CT;NA;6;0.93694;NA;NA;false;6-3-7;1;1;0-3;false;false;5-3-4;NA;2.15690;19.84242;0.00000;NA;0.99287;NA;1.58152;2.32228e+03
mv221_mv248__xy19;0;6-4-0;6;0;60.00000;AH;7;2;1.22198;NA;NA;false;2-4-0;5;5;0-4;false;false;5-4-0;NA;2.04515;4.44981;0.00000;1.67886e-02;2.39557;1.64078e-02;3.70728;1.76071e+03
mv221_mv248__xy19;0;6-4-1;6;1;60.00000;AT;8;2;1.00000;NA;NA;false;2-4-1;6;6;0-4;false;false;5-4-1;7-4-2;2.03367;7.96062;0.00000;1.45504e-02;2.04490;1.29071e-02;3.19559;1.98960e+03
